1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
0.5,0.555555555555556,0.578125,0.5904,0.598122427983539,0.603430543396034,0.607304096221924,0.610255656871054,0.612579511,0.614456710570468,0.616004769439123,0.617303293322909,0.618408127455537,0.619359607327703,0.620187594184754,0.620914668082064,0.621558219864474,0.622131861007455,0.622646397464692,0.623110517126999,0.623531284566508,0.623914503284397,0.624264985093368,0.624586753272898,0.624883197746036,0.625157194997128,0.625411201736608,0.625647328782398,0.625867399867299,0.62607299884264,0.626265507864447,0.626446138509938,0.626615957305679,0.626775906804309,0.626926823089868,0.627069450398377,0.627204453393463,0.627332427524422,0.627453907807302,0.627569376302195,0.627679268507139,0.62778397884744,0.627883865406293,0.627979254016283,0.628070441810291,0.628157700313337,0.628241278143147,0.628321403376018,0.628398285625391,0.628472117873038,0.62854307808654,0.628611330651592,0.628677027643421,0.628740309957996,0.628801308320757,0.62886014418805,0.628916930554362,0.62897177267663,0.629024768725412,0.629076010371378,0.629125583314503,0.629173567762391,0.629220038863332,0.629265067099027,0.629308718641288,0.629351055676512,0.629392136701276,0.629432016792008,0.629470747851345,0.629508378833504,0.629544955950712,0.629580522862536,0.629615120849736,0.629648788974101,0.629681564225572,0.629713481657804,0.629744574513233,0.629774874338561,0.629804411091527,0.629833213239701,0.629861307852004,0.629888720683565,0.629915476254468,0.62994159792291,0.629967107953212,0.629992027579117,0.630016377062732,0.630040175749478,0.630063442119354,0.630086193834791,0.630108447785371,0.630130220129645,0.630151526334255,0.630172381210581,0.630192798949078,0.630212793151473,0.630232376860989,0.630251562590716,0.630270362350273,0.630288787670881,0.630306849628945,0.630324558868264,0.630341925620943,0.630358959727107,0.630375670653497,0.630392067511011,0.630408159071267,0.630423953782255,0.630439459783121,0.630454684918155,0.630469636750023,0.630484322572293,0.630498749421299,0.630512924087382,0.630526853125545,0.630540542865565,0.630553999421581,0.630567228701198,0.630580236414137,0.630593028080453,0.630605609038343,0.630617984451573,0.63063015931655,0.630642138469041,0.630653926590583,0.630665528214581,0.63067694773212,0.630688189397508,0.630699257333559,0.630710155536637,0.630720887881463,0.630731458125713,0.630741869914398,0.630752126784064,0.630762232166789,0.630772189394014,0.630782001700207,0.630791672226366,0.630801204023368,0.63081060005518,0.630819863201933,0.630828996262862,0.630838001959132,0.630846882936535,0.630855641768084,0.630864280956499,0.630872802936593,0.630881210077553,0.630889504685145,0.630897689003815,0.630905765218716,0.630913735457657,0.630921601792967,0.630929366243291,0.630937030775322,0.630944597305459,0.630952067701402,0.630959443783694,0.630966727327196,0.630973920062513,0.630981023677365,0.630988039817905,0.630994970089993,0.631001816060421,0.631008579258095,0.631015261175168,0.631021863268145,0.631028386958937,0.631034833635882,0.631041204654732,0.631047501339602,0.631053724983887,0.63105987685115,0.631065958175975,0.631071970164795,0.631077913996685,0.631083790824142,0.631089601773821,0.63109534794726,0.631101030421573,0.631106650250127,0.63111220846319,0.631117706068561,0.631123144052182,0.631128523378722,0.631133844992153,0.631139109816298,0.631144318755369,0.631149472694483,0.631154572500164,0.631159619020826,0.63116461308725,0.631169555513032,0.63117444709503,0.631179288613791,0.631184080833967,0.631188824504716,0.631193520360093,0.63119816911943,0.6312027714877
