1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
0,0.0613132401952404,0.0613132401952404,0.0677728001378745,0.0742323600805087,0.0813724567965969,0.0891930902861393,0.0364527172348184,0.0458495149140385,0.0432303736362865,0.041601217191899,0.0390155884660336,0.0355777857530399,0.031115344539816,0.025466788495945,0.0249044779941714,0.0227570879251956,0.020826392026141,0.0188410984390233,0.0169248042693188,0.0151615369130063,0.0136665148720286,0.0125808213071159,0.0113968633856387,0.0103247588287372,0.00933132567644981,0.00843410011751184,0.00763410112891567,0.00692534261114038,0.0062898071534101,0.00569398309445293,0.00515593722120526,0.00466806913037567,0.00422817764975033,0.00383141338096681,0.00347258767172705,0.00314663162450937,0.00284982789379816,0.0025814556724568,0.00233849911038724,0.00211866712478391,0.00191958275937892,0.00173913850001624,0.00157552289962647,0.00142723623646921,0.00129297914505739,0.00117136951724779,0.0010612050692098,0.000961377844783553,0.000870901706662635,0.000788893344221002,0.000714553395874626,0.000647144041782728,0.000585976587844607,0.000530426904541333,0.000479922425096277,0.000433940415228607,0.000392002658274543,0.000353672588628814,0.000318554314007957,0.000286293862240141,0.000256581396579672,0.00022915122954209,0.000203782259914216,0.00018029701399765,0.00015855946808305,0.000138471222659876,0.000119965934884955,0.000103002091171413,8.75545329066359e-05,7.36056115047309e-05,6.11366206093352e-05,5.01203173858256e-05,4.05151640160027e-05,3.22617446797921e-05,2.52815558566622e-05,1.94781005029574e-05,1.47399635634953e-05,1.09453268286115e-05,7.96728353221102e-06,5.67929104702004e-06,3.9601748299278e-06,2.69823505269534e-06,1.79418311092783e-06,1.1628159938155e-06,7.33496005101927e-07,4.49624930874131e-07,2.67372300596347e-07,1.5393963238011e-07,8.56234520497137e-08,4.5892513979153e-08,2.36330294541198e-08,1.16526169988709e-08,5.47855839682507e-09,2.44392940340114e-09,1.02811041865764e-09,4.04765218878806e-10,1.47684511876644e-10,4.93004907956755e-11,1.47958731958218e-11,3.89365084100573e-12,8.65255742445718e-13,1.52692189843362e-13,1.90865237304203e-14,1.27243491536135e-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
