1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195
0,0,0,0.00111847341517862,0.00223694683035723,0.00348396752557905,0.00485953550084407,0.00637473130776548,0.00804063549795649,0.00986917762236095,0.0118731362312534,0.0140661998594583,0.0164630280115701,0.0190793163526276,0.0196949192738885,0.020564764267434,0.0213224482478505,0.0219885517855412,0.0225407641716329,0.0229583004634044,0.0232177574137023,0.0232932208658924,0.0231560141117008,0.022774453553552,0.0221135826899861,0.0222533583241988,0.0220329201788979,0.0217913182000848,0.021477394195016,0.0211015172571578,0.0206686801589423,0.0201865362097372,0.0196649108566759,0.019116190201797,0.0185556688751321,0.0180019425996901,0.0174773422596939,0.0170084139535334,0.0164979019931131,0.0159824286219976,0.0154602696109202,0.0149363869437693,0.0144147206372401,0.0138990483223319,0.0133927098640146,0.0128984242791036,0.0124180599446372,0.0119523669570474,0.0115006654436344,0.0110604844153002,0.0106271450430366,0.0102043621519594,0.00979261480734675,0.00939276439335293,0.00900534053439771,0.00863064459418976,0.00826874491145161,0.00791949878254313,0.00758258778831401,0.00725757146403091,0.00694396285383835,0.00664133023371957,0.00634942988473695,0.00606837549043146,0.00579800150588988,0.0055381257085041,0.00528850419674598,0.00504885400257556,0.00481886545792005,0.00459821610709829,0.00438658365508165,0.00418365709403196,0.00398914465231049,0.00380277691262379,0.00362430306762563,0.00345347784414412,0.00329003612000609,0.00313371265639761,0.00298424172255086,0.00284136103620742,0.00270481411440838,0.00257435200460439,0.00244973420262711,0.00233072879381104,0.0022171119012701,0.00210866662039779,0.00200518173664685,0.00190645067278113,0.00181227129737291,0.00172244745487657,0.0016367891511374,0.00155511287158854,0.00147724166045228,0.00140300507570669,0.0013322390468707,0.00126478568177364,0.00120049306706026,0.00113921510370547,0.00108081140894227,0.00102514729811748,0.000972093831661555,0.000921527870722183,0.000873332026622166,0.000827394592000369,0.000783609436511413,0.00074187588013213,0.000702098549016091,0.000664187218364348,0.0006280566446389,0.000593626387405279,0.000560820619162751,0.000529567920101217,0.000499801054315679,0.000471456725297929,0.000444475312415917,0.000418800597758403,0.000394379487149119,0.000371161730729999,0.000349099647667684,0.000328147859171171,0.000308263033498287,0.000289403646131651,0.000271529757832257,0.000254602812854008,0.000238585459225813,0.000223441392648627,0.000209135225136906,0.000195632378917994,0.000182899005065018,0.000170901925742022,0.000159608598309056,0.000148987099057621,0.000139006123988854,0.000129635003818824,0.000120843730289988,0.000112602990873745,0.000104884209049111,9.76595875173236e-05,9.09021519423287e-05,8.45857930777424e-05,7.86853054465005e-05,7.31764210908112e-05,6.80358372658214e-05,6.32412373040955e-05,5.87713042127835e-05,5.46057268702918e-05,5.0725198955557e-05,4.71114109650379e-05,4.37470358476369e-05,4.06157089161283e-05,3.77020027779742e-05,3.49913980732013e-05,3.24702508179981e-05,3.01257571356455e-05,2.79459161157436e-05,2.59194914845292e-05,2.40359726985787e-05,2.22855359963656e-05,2.06590058613427e-05,1.91478172701479e-05,1.77439790231355e-05,1.64400383839318e-05,1.52290471915908e-05,1.41045295540122e-05,1.30604511848089e-05,1.20911904075402e-05,1.11915108205618e-05,1.03565355919856e-05,9.58172333651659e-06,8.8628455133623e-06,8.19596527610254e-06,7.57741770055442e-06,7.00379131451126e-06,6.47191085313104e-06,5.97882116514138e-06,5.52177219745488e-06,5.09820498888381e-06,4.70573860712291e-06,4.3421579668253e-06,4.00540247028516e-06,3.69355541586379e-06,3.40483412279217e-06,3.13758072431687e-06,2.89025358431094e-06,2.66141929544111e-06,2.44974521976859e-06,2.25399253527056e-06,2.07300975421001e-06,1.90572668156293e-06,1.75114878384455e-06,1.60835194066881e-06,1.4764775532381e-06,1.35472798570175e-06,1.24236231694949e-06,0
